Region,Market,Store,Trade Date,Fiscal Period,Model,Line Of Business,Day Category,Revenue ,Units Sold ,Transaction Category
South East,Imo,Aboh Mbaise,26-Jan-14,2014-10,2500P,Printer Sale,WorkDay,884880,2,Low
South East,Imo,Aboh Mbaise,27-Jan-14,2014-10,3002P,Parts,WorkDay,15120,31,Medium
South East,Imo,Aboh Mbaise,29-Jan-14,2014-10,3002C,Service Plan,WorkDay,1856160,10,Low
South East,Imo,Ahiazu Mbaise,4-Jan-14,2014-10,5001C,Service Plan,WorkDay,158280,1,Low
South East,Imo,Ahiazu Mbaise,6-Jan-14,2014-10,3002C,Parts,WorkDay,654120,39,Medium
South East,Imo,Ahiazu Mbaise,6-Jan-14,2014-10,5001P,Service Plan,WorkDay,653640,2,Low
South East,Imo,Ahiazu Mbaise,9-Jan-14,2014-10,4055T,Parts,WorkDay,501360,14,Low
South East,Imo,Ahiazu Mbaise,9-Jan-14,2014-10,4500C,Service Plan,WorkDay,2490240,11,Low
South East,Imo,Ahiazu Mbaise,11-Jan-14,2014-10,3002P,Parts,WorkDay,1230720,57,High
South East,Imo,Ahiazu Mbaise,12-Jan-14,2014-10,3002C,Parts,WorkDay,37800,10,Low
South East,Imo,Ahiazu Mbaise,17-Jan-14,2014-10,3002P,Service Plan,WorkDay,4332840,15,Low
South East,Imo,Ahiazu Mbaise,25-Jan-14,2014-10,3002C,Service Plan,WorkDay,1204200,6,Low
South East,Imo,Ahiazu Mbaise,30-Jan-14,2014-10,2500C,Copier Sale,WorkDay,639000,2,Low
South East,Imo,Ahiazu Mbaise,30-Jan-14,2014-10,2500P,Printer Sale,WorkDay,213360,27,Medium
South East,Imo,Ehime Mbano,4-Jan-14,2014-10,3002C,Parts,WorkDay,294000,51,High
South East,Imo,Ehime Mbano,4-Jan-14,2014-10,4055T,Parts,WorkDay,276000,42,Medium
South East,Imo,Ehime Mbano,5-Jan-14,2014-10,5001P,Parts,WorkDay,98880,20,Low
South East,Imo,Ehime Mbano,6-Jan-14,2014-10,3002P,Service Plan,WorkDay,7615200,28,Medium
South East,Imo,Ehime Mbano,7-Jan-14,2014-10,3002P,Parts,WorkDay,688200,60,High
South East,Imo,Ehime Mbano,7-Jan-14,2014-10,5001C,Parts,WorkDay,36600,15,Low
South East,Imo,Ehime Mbano,8-Jan-14,2014-10,5001C,Parts,WorkDay,1933320,18,Low
South East,Imo,Ehime Mbano,15-Jan-14,2014-10,3002C,Service Plan,WorkDay,2539560,11,Low
South East,Imo,Ehime Mbano,16-Jan-14,2014-10,2500P,Printer Sale,WorkDay,961200,2,Low
South East,Imo,Ehime Mbano,19-Jan-14,2014-10,2500C,Copier Sale,WorkDay,2776560,7,Low
South East,Imo,Ehime Mbano,19-Jan-14,2014-10,5001P,Service Plan,WorkDay,836400,2,Low
South East,Imo,Ehime Mbano,21-Jan-14,2014-10,4500C,Service Plan,WorkDay,3255240,20,Low
South East,Imo,Ehime Mbano,24-Jan-14,2014-10,3002C,Parts,WorkDay,32040,57,High
South East,Imo,Ehime Mbano,24-Jan-14,2014-10,5001C,Service Plan,WorkDay,605760,3,Low
South East,Imo,Ezinihitte,6-Jan-14,2014-10,3002C,Parts,WorkDay,118080,79,High
South East,Imo,Ezinihitte,15-Jan-14,2014-10,4500C,Service Plan,WorkDay,5669400,36,Medium
South East,Imo,Ezinihitte,17-Jan-14,2014-10,5001P,Service Plan,WorkDay,1031760,2,Low
South East,Imo,Ezinihitte,18-Jan-14,2014-10,3002P,Service Plan,WorkDay,4701360,11,Low
South East,Imo,Ezinihitte,19-Jan-14,2014-10,2500P,Printer Sale,WorkDay,1059480,2,Low
South East,Imo,Ezinihitte,19-Jan-14,2014-10,5001C,Parts,WorkDay,20880,19,Low
South East,Imo,Ezinihitte,20-Jan-14,2014-10,2500C,Copier Sale,WorkDay,1873560,5,Low
South East,Imo,Ezinihitte,24-Jan-14,2014-10,4055T,Parts,WorkDay,165600,12,Low
South East,Imo,Ezinihitte,27-Jan-14,2014-10,3002P,Parts,WorkDay,83040,43,Medium
South East,Imo,Ezinihitte,28-Jan-14,2014-10,3002C,Service Plan,WorkDay,1294800,5,Low
South East,Imo,Ezinihitte,28-Jan-14,2014-10,3002P,Parts,WorkDay,2135160,50,Medium
South East,Imo,Ezinihitte,29-Jan-14,2014-10,5001P,Parts,WorkDay,280440,37,Medium
South East,Imo,Ezinihitte,31-Jan-14,2014-10,5001C,Service Plan,WorkDay,224160,1,Low
South East,Imo,Ideato North,6-Jan-14,2014-10,3002C,Parts,WorkDay,179280,44,Medium
South East,Imo,Ideato North,6-Jan-14,2014-10,4500C,Service Plan,WorkDay,4636440,18,Low
South East,Imo,Ideato North,7-Jan-14,2014-10,3002C,Service Plan,WorkDay,2176440,12,Low
South East,Imo,Ideato North,13-Jan-14,2014-10,5001P,Service Plan,Public Holiday,746520,2,Low
South East,Imo,Ideato North,16-Jan-14,2014-10,2500C,Copier Sale,WorkDay,667440,1,Low
South East,Imo,Ideato North,20-Jan-14,2014-10,4055T,Parts,WorkDay,372720,22,Medium
South East,Imo,Ideato North,29-Jan-14,2014-10,2500P,Printer Sale,WorkDay,421800,56,High
South East,Imo,Ideato North,29-Jan-14,2014-10,3002C,Parts,WorkDay,480000,36,Medium
South East,Imo,Ideato North,29-Jan-14,2014-10,3002P,Service Plan,WorkDay,5647560,23,Medium
South East,Imo,Ideato North,29-Jan-14,2014-10,5001C,Service Plan,WorkDay,397080,2,Low
South East,Imo,Ideato North,30-Jan-14,2014-10,3002P,Parts,WorkDay,639960,11,Low
South East,Imo,Ideato North,30-Jan-14,2014-10,5001C,Parts,WorkDay,480000,59,High
South East,Imo,Ideato South,8-Jan-14,2014-10,3002C,Parts,WorkDay,251520,43,Medium
South East,Imo,Ideato South,9-Jan-14,2014-10,4500C,Service Plan,WorkDay,1126680,8,Low
South East,Imo,Ideato South,10-Jan-14,2014-10,3002C,Service Plan,WorkDay,544800,2,Low
South East,Imo,Ideato South,13-Jan-14,2014-10,2500C,Copier Sale,Public Holiday,289080,1,Low
South East,Imo,Ideato South,15-Jan-14,2014-10,2500P,Printer Sale,WorkDay,96480,20,Low
South East,Imo,Ideato South,17-Jan-14,2014-10,5001C,Service Plan,WorkDay,71520,58,High
South East,Imo,Ideato South,19-Jan-14,2014-10,3002C,Parts,WorkDay,44400,26,Medium
South East,Imo,Ideato South,20-Jan-14,2014-10,3002P,Service Plan,WorkDay,1960440,5,Low
South East,Imo,Ideato South,23-Jan-14,2014-10,5001P,Service Plan,WorkDay,295800,1,Low
South East,Imo,Ideato South,24-Jan-14,2014-10,3002C,Parts,WorkDay,17040,37,Medium
South East,Imo,Ideato South,25-Jan-14,2014-10,3002P,Parts,WorkDay,556800,47,Medium
South East,Imo,Ideato South,26-Jan-14,2014-10,4055T,Parts,WorkDay,226800,39,Medium
South East,Imo,Ihitte/Uboma,9-Jan-14,2014-10,3002P,Parts,WorkDay,283920,33,Medium
South East,Imo,Ihitte/Uboma,10-Jan-14,2014-10,5001P,Service Plan,WorkDay,674760,4,Low
South East,Imo,Ihitte/Uboma,15-Jan-14,2014-10,3002P,Service Plan,WorkDay,4652160,22,Medium
South East,Imo,Ihitte/Uboma,25-Jan-14,2014-10,4500C,Service Plan,WorkDay,1365720,6,Low
South East,Imo,Ihitte/Uboma,26-Jan-14,2014-10,2500P,Printer Sale,WorkDay,788160,2,Low
South East,Imo,Ihitte/Uboma,27-Jan-14,2014-10,3002C,Service Plan,WorkDay,1202040,8,Low
South East,Imo,Ihitte/Uboma,28-Jan-14,2014-10,2500C,Copier Sale,WorkDay,1219320,2,Low
South East,Imo,Ihitte/Uboma,31-Jan-14,2014-10,3002C,Parts,WorkDay,54000,53,High
South East,Imo,Ihitte/Uboma,31-Jan-14,2014-10,5001C,Service Plan,WorkDay,421800,2,Low
South East,Imo,Ikeduru,11-Jan-14,2014-10,5001C,Parts,WorkDay,22080,53,High
South East,Imo,Ikeduru,12-Jan-14,2014-10,3002P,Parts,WorkDay,1698240,55,High
South East,Imo,Ikeduru,14-Jan-14,2014-10,3002P,Parts,WorkDay,93000,25,Medium
South East,Imo,Ikeduru,20-Jan-14,2014-10,3002P,Service Plan,WorkDay,11114880,39,Medium
South East,Imo,Ikeduru,22-Jan-14,2014-10,5001C,Parts,WorkDay,27000,29,Medium
South East,Imo,Ikeduru,23-Jan-14,2014-10,2500P,Printer Sale,WorkDay,926760,2,Low
South East,Imo,Ikeduru,24-Jan-14,2014-10,4055T,Parts,WorkDay,210240,45,Medium
South East,Imo,Ikeduru,24-Jan-14,2014-10,5001C,Service Plan,WorkDay,185880,1,Low
South East,Imo,Ikeduru,25-Jan-14,2014-10,3002C,Service Plan,WorkDay,2953200,10,Low
South East,Imo,Ikeduru,25-Jan-14,2014-10,5001P,Service Plan,WorkDay,1033800,4,Low
South East,Imo,Ikeduru,26-Jan-14,2014-10,3002C,Parts,WorkDay,71280,48,Medium
South East,Imo,Ikeduru,29-Jan-14,2014-10,3002C,Parts,WorkDay,81240,46,Medium
South East,Imo,Ikeduru,30-Jan-14,2014-10,2500C,Copier Sale,WorkDay,2289240,8,Low
South East,Imo,Ikeduru,30-Jan-14,2014-10,4500C,Service Plan,WorkDay,6779640,43,Medium
South South,Akwa Ibom,Abak,3-Jan-14,2014-10,3002P,Service Plan,WorkDay,4570560,12,Low
South South,Akwa Ibom,Abak,16-Jan-14,2014-10,2500C,Copier Sale,WorkDay,815280,3,Low
South South,Akwa Ibom,Abak,16-Jan-14,2014-10,4500C,Service Plan,WorkDay,2020080,13,Low
South South,Akwa Ibom,Abak,19-Jan-14,2014-10,2500P,Printer Sale,WorkDay,426960,47,Medium
South South,Akwa Ibom,Abak,21-Jan-14,2014-10,5001P,Service Plan,WorkDay,544200,1,Low
South South,Akwa Ibom,Abak,22-Jan-14,2014-10,3002C,Service Plan,WorkDay,722760,3,Low
South South,Akwa Ibom,Abak,25-Jan-14,2014-10,3002P,Parts,WorkDay,309000,56,High
South South,Akwa Ibom,Abak,25-Jan-14,2014-10,4055T,Parts,WorkDay,260760,22,Medium
South South,Akwa Ibom,Abak,30-Jan-14,2014-10,3002C,Parts,WorkDay,21480,45,Medium
South South,Akwa Ibom,Eastern Obolo,3-Jan-14,2014-10,2500C,Copier Sale,WorkDay,444360,2,Low
South South,Akwa Ibom,Eastern Obolo,4-Jan-14,2014-10,4055T,Parts,WorkDay,293400,26,Medium
South South,Akwa Ibom,Eastern Obolo,5-Jan-14,2014-10,2500P,Printer Sale,WorkDay,487680,1,Low
South South,Akwa Ibom,Eastern Obolo,8-Jan-14,2014-10,5001C,Parts,WorkDay,11400,32,Medium
South South,Akwa Ibom,Eastern Obolo,15-Jan-14,2014-10,4500C,Service Plan,WorkDay,4519080,17,Low
South South,Akwa Ibom,Eastern Obolo,18-Jan-14,2014-10,5001C,Service Plan,WorkDay,260520,1,Low
South South,Akwa Ibom,Eastern Obolo,19-Jan-14,2014-10,5001P,Service Plan,WorkDay,1100040,5,Low
South South,Akwa Ibom,Eastern Obolo,24-Jan-14,2014-10,3002P,Service Plan,WorkDay,8366520,30,Medium
South South,Akwa Ibom,Eastern Obolo,25-Jan-14,2014-10,4500P,Service Plan,WorkDay,393960,1,Low
South South,Akwa Ibom,Eastern Obolo,27-Jan-14,2014-10,3002C,Service Plan,WorkDay,1916520,12,Low
South South,Akwa Ibom,Eastern Obolo,27-Jan-14,2014-10,5001P,Parts,WorkDay,162000,25,Medium
South South,Akwa Ibom,Eastern Obolo,29-Jan-14,2014-10,3002P,Parts,WorkDay,975960,52,High
South South,Akwa Ibom,Eket,3-Jan-14,2014-10,5001C,Parts,WorkDay,54600,32,Medium
South South,Akwa Ibom,Eket,4-Jan-14,2014-10,5001C,Service Plan,WorkDay,109560,50,Medium
South South,Akwa Ibom,Eket,5-Jan-14,2014-10,4500C,Service Plan,WorkDay,18564960,74,High
South South,Akwa Ibom,Eket,8-Jan-14,2014-10,3002P,Service Plan,WorkDay,13042560,53,High
South South,Akwa Ibom,Eket,10-Jan-14,2014-10,3002P,Parts,WorkDay,4041240,12,Low
South South,Akwa Ibom,Eket,13-Jan-14,2014-10,3002C,Service Plan,Public Holiday,2375400,13,Low
South South,Akwa Ibom,Eket,15-Jan-14,2014-10,2500C,Copier Sale,WorkDay,5137080,12,Low
South South,Akwa Ibom,Eket,15-Jan-14,2014-10,5001C,Parts,WorkDay,86160,52,High
South South,Akwa Ibom,Eket,19-Jan-14,2014-10,3002C,Parts,WorkDay,361680,52,High
South South,Akwa Ibom,Eket,20-Jan-14,2014-10,4055T,Parts,WorkDay,384360,47,Medium
South South,Akwa Ibom,Eket,26-Jan-14,2014-10,4500P,Service Plan,WorkDay,8501760,24,Medium
South South,Akwa Ibom,Eket,27-Jan-14,2014-10,3002C,Parts,WorkDay,33240,58,High
South South,Akwa Ibom,Eket,28-Jan-14,2014-10,5001P,Service Plan,WorkDay,709800,2,Low
South South,Akwa Ibom,Eket,29-Jan-14,2014-10,2500P,Printer Sale,WorkDay,3015600,4,Low
South South,Akwa Ibom,Esit Eket,3-Jan-14,2014-10,3002C,Service Plan,WorkDay,4028040,23,Medium
South South,Akwa Ibom,Esit Eket,4-Jan-14,2014-10,3002P,Service Plan,WorkDay,15398160,60,High
South South,Akwa Ibom,Esit Eket,6-Jan-14,2014-10,5001C,Service Plan,WorkDay,1028040,7,Low
South South,Akwa Ibom,Esit Eket,7-Jan-14,2014-10,5001C,Parts,WorkDay,291120,22,Medium
South South,Akwa Ibom,Esit Eket,7-Jan-14,2014-10,5001P,Service Plan,WorkDay,1784280,5,Low
South South,Akwa Ibom,Esit Eket,8-Jan-14,2014-10,2500P,Printer Sale,WorkDay,1845960,3,Low
South South,Akwa Ibom,Esit Eket,9-Jan-14,2014-10,3002C,Parts,WorkDay,54000,34,Medium
South South,Akwa Ibom,Esit Eket,9-Jan-14,2014-10,3002P,Parts,WorkDay,49080,49,Medium
South South,Akwa Ibom,Esit Eket,11-Jan-14,2014-10,4055T,Parts,WorkDay,1154640,27,Medium
South South,Akwa Ibom,Esit Eket,14-Jan-14,2014-10,5001P,Parts,WorkDay,343800,36,Medium
South South,Akwa Ibom,Esit Eket,15-Jan-14,2014-10,2500C,Copier Sale,WorkDay,3160320,7,Low
South South,Akwa Ibom,Esit Eket,16-Jan-14,2014-10,4500C,Service Plan,WorkDay,7106040,45,Medium
South South,Akwa Ibom,Esit Eket,20-Jan-14,2014-10,3002P,Parts,WorkDay,2319240,10,Low
South South,Akwa Ibom,Esit Eket,26-Jan-14,2014-10,4500P,Service Plan,WorkDay,216240,1,Low
South South,Akwa Ibom,Essien Udim,7-Jan-14,2014-10,3002C,Parts,WorkDay,1852800,33,Medium
South South,Akwa Ibom,Essien Udim,7-Jan-14,2014-10,5001C,Parts,WorkDay,498000,50,Medium
South South,Akwa Ibom,Essien Udim,8-Jan-14,2014-10,3002P,Service Plan,WorkDay,10984920,35,Medium
South South,Akwa Ibom,Essien Udim,12-Jan-14,2014-10,4055T,Parts,WorkDay,537720,41,Medium
South South,Akwa Ibom,Essien Udim,12-Jan-14,2014-10,5001P,Service Plan,WorkDay,1516200,7,Low
South South,Akwa Ibom,Essien Udim,14-Jan-14,2014-10,5001C,Parts,WorkDay,194160,30,Medium
South South,Akwa Ibom,Essien Udim,19-Jan-14,2014-10,2500C,Copier Sale,WorkDay,5957880,16,Low
South South,Akwa Ibom,Essien Udim,20-Jan-14,2014-10,3002P,Parts,WorkDay,190560,37,Medium
South South,Akwa Ibom,Essien Udim,23-Jan-14,2014-10,3002C,Parts,WorkDay,114120,35,Medium
South South,Akwa Ibom,Essien Udim,24-Jan-14,2014-10,5001C,Service Plan,WorkDay,745320,4,Low
South South,Akwa Ibom,Essien Udim,26-Jan-14,2014-10,3002P,Parts,WorkDay,1250760,19,Low
South South,Akwa Ibom,Essien Udim,26-Jan-14,2014-10,4500C,Service Plan,WorkDay,3633480,22,Medium
South South,Akwa Ibom,Essien Udim,29-Jan-14,2014-10,2500P,Printer Sale,WorkDay,1267560,1,Low
South South,Akwa Ibom,Essien Udim,31-Jan-14,2014-10,3002C,Service Plan,WorkDay,3303240,18,Low
South South,Akwa Ibom,Etim Ekpo,8-Jan-14,2014-10,4055T,Parts,WorkDay,184800,49,Medium
South South,Akwa Ibom,Etim Ekpo,8-Jan-14,2014-10,5001P,Service Plan,WorkDay,738000,3,Low
South South,Akwa Ibom,Etim Ekpo,9-Jan-14,2014-10,2500P,Printer Sale,WorkDay,1497600,3,Low
South South,Akwa Ibom,Etim Ekpo,9-Jan-14,2014-10,3002P,Service Plan,WorkDay,13722480,44,Medium
South South,Akwa Ibom,Etim Ekpo,10-Jan-14,2014-10,5001P,Parts,WorkDay,147840,47,Medium
South South,Akwa Ibom,Etim Ekpo,14-Jan-14,2014-10,5001C,Service Plan,WorkDay,66480,33,Medium
South South,Akwa Ibom,Etim Ekpo,18-Jan-14,2014-10,3002P,Parts,WorkDay,91080,24,Medium
South South,Akwa Ibom,Etim Ekpo,19-Jan-14,2014-10,2500C,Copier Sale,WorkDay,7542480,24,Medium
South South,Akwa Ibom,Etim Ekpo,23-Jan-14,2014-10,3002P,Parts,WorkDay,1678080,21,Medium
South South,Akwa Ibom,Etim Ekpo,26-Jan-14,2014-10,4500C,Service Plan,WorkDay,5382000,28,Medium
South South,Akwa Ibom,Etim Ekpo,29-Jan-14,2014-10,3002C,Service Plan,WorkDay,6752760,29,Medium
South South,Akwa Ibom,Etinan,9-Jan-14,2014-10,3002C,Service Plan,WorkDay,769200,3,Low
South South,Akwa Ibom,Etinan,10-Jan-14,2014-10,3002C,Parts,WorkDay,22920,23,Medium
South South,Akwa Ibom,Etinan,22-Jan-14,2014-10,4500C,Service Plan,WorkDay,2150160,13,Low
South South,Akwa Ibom,Etinan,23-Jan-14,2014-10,3002P,Service Plan,WorkDay,4864920,20,Low
South South,Akwa Ibom,Etinan,26-Jan-14,2014-10,2500P,Printer Sale,WorkDay,454440,2,Low
South South,Akwa Ibom,Etinan,26-Jan-14,2014-10,4055T,Parts,WorkDay,277560,29,Medium
South South,Akwa Ibom,Etinan,27-Jan-14,2014-10,3002P,Parts,WorkDay,328920,41,Medium
South South,Akwa Ibom,Etinan,29-Jan-14,2014-10,2500C,Copier Sale,WorkDay,867840,3,Low
South South,Akwa Ibom,Etinan,29-Jan-14,2014-10,5001P,Service Plan,WorkDay,579360,2,Low
South South,Akwa Ibom,Ibeno,12-Jan-14,2014-10,5001P,Service Plan,WorkDay,469200,2,Low
South South,Akwa Ibom,Ibeno,15-Jan-14,2014-10,4500C,Service Plan,WorkDay,7804440,33,Medium
South South,Akwa Ibom,Ibeno,15-Jan-14,2014-10,5001C,Parts,WorkDay,327840,42,Medium
South South,Akwa Ibom,Ibeno,17-Jan-14,2014-10,3002P,Service Plan,WorkDay,6923760,24,Medium
South South,Akwa Ibom,Ibeno,25-Jan-14,2014-10,2500P,Printer Sale,WorkDay,3358320,7,Low
South South,Akwa Ibom,Ibeno,25-Jan-14,2014-10,5001C,Service Plan,WorkDay,79560,45,Medium
South South,Akwa Ibom,Ibeno,27-Jan-14,2014-10,2500C,Copier Sale,WorkDay,3717720,9,Low
South South,Akwa Ibom,Ibeno,28-Jan-14,2014-10,3002C,Service Plan,WorkDay,1461600,7,Low
South South,Akwa Ibom,Ibeno,29-Jan-14,2014-10,3002P,Parts,WorkDay,1745400,15,Low
South South,Bayelsa,Brass,3-Jan-14,2014-10,3002P,Parts,WorkDay,2290440,16,Low
South South,Bayelsa,Brass,3-Jan-14,2014-10,3002P,Service Plan,WorkDay,18892080,68,High
South South,Bayelsa,Brass,5-Jan-14,2014-10,5001C,Service Plan,WorkDay,370560,2,Low
South South,Bayelsa,Brass,7-Jan-14,2014-10,3002C,Parts,WorkDay,225840,13,Low
South South,Bayelsa,Brass,8-Jan-14,2014-10,4055T,Parts,WorkDay,397200,24,Medium
South South,Bayelsa,Brass,13-Jan-14,2014-10,3002C,Service Plan,Public Holiday,4134840,19,Low
South South,Bayelsa,Brass,15-Jan-14,2014-10,5001P,Service Plan,WorkDay,3185760,10,Low
South South,Bayelsa,Brass,17-Jan-14,2014-10,3002C,Parts,WorkDay,54000,29,Medium
South South,Bayelsa,Brass,18-Jan-14,2014-10,4500C,Service Plan,WorkDay,6092040,31,Medium
South South,Bayelsa,Brass,19-Jan-14,2014-10,3002C,Parts,WorkDay,778440,51,High
South South,Bayelsa,Brass,26-Jan-14,2014-10,5001C,Parts,WorkDay,9840,16,Low
South South,Bayelsa,Brass,27-Jan-14,2014-10,2500C,Copier Sale,WorkDay,3952440,10,Low
South South,Bayelsa,Brass,28-Jan-14,2014-10,2500P,Printer Sale,WorkDay,2982960,3,Low
South South,Bayelsa,Brass,29-Jan-14,2014-10,5001P,Parts,WorkDay,101880,40,Medium
South South,Bayelsa,Ekeremor,4-Jan-14,2014-10,2500P,Printer Sale,WorkDay,1571040,2,Low
South South,Bayelsa,Ekeremor,4-Jan-14,2014-10,3002P,Parts,WorkDay,2453760,21,Medium
South South,Bayelsa,Ekeremor,5-Jan-14,2014-10,4055T,Parts,WorkDay,445800,52,High
South South,Bayelsa,Ekeremor,6-Jan-14,2014-10,5001P,Service Plan,WorkDay,2841480,14,Low
South South,Bayelsa,Ekeremor,9-Jan-14,2014-10,2500C,Copier Sale,WorkDay,858000,4,Low
South South,Bayelsa,Ekeremor,10-Jan-14,2014-10,3002P,Service Plan,WorkDay,18192720,71,High
South South,Bayelsa,Ekeremor,12-Jan-14,2014-10,3002C,Service Plan,WorkDay,3331080,21,Medium
South South,Bayelsa,Ekeremor,13-Jan-14,2014-10,5001P,Parts,Public Holiday,384360,42,Medium
South South,Bayelsa,Ekeremor,19-Jan-14,2014-10,5001C,Service Plan,WorkDay,206640,2,Low
South South,Bayelsa,Ekeremor,25-Jan-14,2014-10,3002C,Parts,WorkDay,69000,68,High
South South,Bayelsa,Ekeremor,25-Jan-14,2014-10,4500C,Service Plan,WorkDay,6703920,42,Medium
South South,Bayelsa,Ekeremor,27-Jan-14,2014-10,5001C,Parts,WorkDay,102120,33,Medium
South South,Bayelsa,Kolokuma/Opokuma,4-Jan-14,2014-10,3002P,Parts,WorkDay,681720,20,Low
South South,Bayelsa,Kolokuma/Opokuma,7-Jan-14,2014-10,5001P,Parts,WorkDay,456120,32,Medium
South South,Bayelsa,Kolokuma/Opokuma,11-Jan-14,2014-10,3002C,Service Plan,WorkDay,2095200,12,Low
South South,Bayelsa,Kolokuma/Opokuma,15-Jan-14,2014-10,2500C,Copier Sale,WorkDay,878880,4,Low
South South,Bayelsa,Kolokuma/Opokuma,16-Jan-14,2014-10,4055T,Parts,WorkDay,322080,53,High
South South,Bayelsa,Kolokuma/Opokuma,16-Jan-14,2014-10,5001C,Parts,WorkDay,19680,11,Low
South South,Bayelsa,Kolokuma/Opokuma,18-Jan-14,2014-10,5001P,Service Plan,WorkDay,974760,3,Low
South South,Bayelsa,Kolokuma/Opokuma,21-Jan-14,2014-10,5001C,Service Plan,WorkDay,81480,23,Medium
South South,Bayelsa,Kolokuma/Opokuma,22-Jan-14,2014-10,4500C,Service Plan,WorkDay,5811360,22,Medium
South South,Bayelsa,Kolokuma/Opokuma,25-Jan-14,2014-10,2500P,Printer Sale,WorkDay,1240680,2,Low
South South,Bayelsa,Kolokuma/Opokuma,26-Jan-14,2014-10,3002P,Service Plan,WorkDay,7056840,26,Medium
South South,Bayelsa,Kolokuma/Opokuma,30-Jan-14,2014-10,3002C,Parts,WorkDay,5280,17,Low
South South,Bayelsa,Nembe,4-Jan-14,2014-10,4500C,Service Plan,WorkDay,12386880,74,High
South South,Bayelsa,Nembe,4-Jan-14,2014-10,5001C,Parts,WorkDay,2593440,30,Medium
South South,Bayelsa,Nembe,5-Jan-14,2014-10,3002C,Parts,WorkDay,190920,16,Low
South South,Bayelsa,Nembe,12-Jan-14,2014-10,4500P,Service Plan,WorkDay,6240,53,High
South South,Bayelsa,Nembe,14-Jan-14,2014-10,2500P,Printer Sale,WorkDay,2522040,5,Low
South South,Bayelsa,Nembe,14-Jan-14,2014-10,3002C,Parts,WorkDay,178200,48,Medium
South South,Bayelsa,Nembe,14-Jan-14,2014-10,5001C,Service Plan,WorkDay,253560,1,Low
South South,Bayelsa,Nembe,15-Jan-14,2014-10,2500C,Copier Sale,WorkDay,5134560,16,Low
South South,Bayelsa,Nembe,15-Jan-14,2014-10,3002P,Parts,WorkDay,3015240,28,Medium
South South,Bayelsa,Nembe,16-Jan-14,2014-10,5001P,Service Plan,WorkDay,1793640,8,Low
South South,Bayelsa,Nembe,20-Jan-14,2014-10,3002P,Service Plan,WorkDay,22139400,73,High
South South,Bayelsa,Nembe,21-Jan-14,2014-10,3002C,Service Plan,WorkDay,5353680,23,Medium
South South,Bayelsa,Nembe,23-Jan-14,2014-10,4055T,Parts,WorkDay,876480,43,Medium
South South,Bayelsa,Nembe,28-Jan-14,2014-10,3002C,Parts,WorkDay,567720,34,Medium
South South,Bayelsa,Nembe,28-Jan-14,2014-10,5001P,Parts,WorkDay,525720,60,High
South South,Bayelsa,Ogbia,6-Jan-14,2014-10,5001C,Service Plan,WorkDay,558600,4,Low
South South,Bayelsa,Ogbia,8-Jan-14,2014-10,4055T,Parts,WorkDay,412320,32,Medium
South South,Bayelsa,Ogbia,10-Jan-14,2014-10,3002P,Parts,WorkDay,1370760,30,Medium
South South,Bayelsa,Ogbia,13-Jan-14,2014-10,2500C,Copier Sale,Public Holiday,2585640,6,Low
South South,Bayelsa,Ogbia,13-Jan-14,2014-10,2500P,Printer Sale,Public Holiday,1322880,3,Low
South South,Bayelsa,Ogbia,13-Jan-14,2014-10,3002C,Parts,Public Holiday,27960,55,High
South South,Bayelsa,Ogbia,15-Jan-14,2014-10,5001P,Service Plan,WorkDay,1773360,8,Low
South South,Bayelsa,Ogbia,20-Jan-14,2014-10,5001C,Parts,WorkDay,1348200,32,Medium
South South,Bayelsa,Ogbia,26-Jan-14,2014-10,3002C,Service Plan,WorkDay,2273040,14,Low
South South,Bayelsa,Ogbia,30-Jan-14,2014-10,3002P,Service Plan,WorkDay,15356280,67,High
South South,Bayelsa,Ogbia,30-Jan-14,2014-10,4500C,Service Plan,WorkDay,7902600,36,Medium
South South,Bayelsa,Sagbama,12-Jan-14,2014-10,5001C,Service Plan,WorkDay,162360,1,Low
South South,Bayelsa,Sagbama,14-Jan-14,2014-10,2500P,Printer Sale,WorkDay,711480,1,Low
South South,Bayelsa,Sagbama,15-Jan-14,2014-10,3002P,Parts,WorkDay,1560360,39,Medium
South South,Bayelsa,Sagbama,22-Jan-14,2014-10,5001C,Parts,WorkDay,21240,19,Low
South South,Bayelsa,Sagbama,22-Jan-14,2014-10,5001P,Service Plan,WorkDay,723720,2,Low
South South,Bayelsa,Sagbama,25-Jan-14,2014-10,2500C,Copier Sale,WorkDay,1301880,3,Low
South South,Bayelsa,Sagbama,27-Jan-14,2014-10,4500C,Service Plan,WorkDay,2711760,18,Low
South South,Bayelsa,Sagbama,28-Jan-14,2014-10,3002P,Service Plan,WorkDay,13173240,59,High
South South,Bayelsa,Sagbama,28-Jan-14,2014-10,4500P,Service Plan,WorkDay,6589920,31,Medium
South South,Bayelsa,Sagbama,30-Jan-14,2014-10,3002C,Service Plan,WorkDay,1764840,9,Low
South South,Cross River,Abi,3-Jan-14,2014-10,3002C,Parts,WorkDay,117480,50,Medium
South South,Cross River,Abi,4-Jan-14,2014-10,2500C,Copier Sale,WorkDay,2221080,4,Low
South South,Cross River,Abi,6-Jan-14,2014-10,3002C,Service Plan,WorkDay,2875680,10,Low
South South,Cross River,Abi,7-Jan-14,2014-10,2500P,Printer Sale,WorkDay,3825360,5,Low
